policy_id,section_number,category,policy_type,requirement_level,natural_language,original_text,references,has_references
HIPAA-0767,164.314(a)(s),Security Standards,Requirement,N/A,"; (B)The information is requested by another covered entity; (C)The information is requested by a pr ofessional who is a member of its workforce or is a business associate of the covered entity for the purpose of pr oviding pr ofessional services to the covered entity , if the pr ofessional r epresents that the information requested is the minimum necessary for the stated purpose.","; (B)The information is requested by another covered entity; (C)The information is requested by a pr ofessional who is a member of its workforce or is a business associate of the covered entity for the purpose of pr oviding pr ofessional services to the covered entity , if the pr ofessional r epresents that the information requested is the minimum necessary for the stated purpose.",,No
HIPAA-0768,164.314(a)(s),Security Standards,Requirement,N/A,; or (D)Documentation or r epresentations that comply with the applicable requirements of § 164.,; or (D)Documentation or r epresentations that comply with the applicable requirements of § 164.,,No
HIPAA-0769,164.314(a)(i),Security Standards,Requirement,N/A,Have been provided by a person requesting the information for research purposes.,have been provided by a person requesting the information for research purposes.,,No
HIPAA-0770,164.314(a)(4),Security Standards,Implementation Specification,N/A,S: Minimum necessary requests for protected health information.,Implementation specifications: Minimum necessary requests for protected health information.,,No
HIPAA-0771,164.314(a)(i),Security Standards,Requirement,N/A,"A covered entity must limit any request for protected health information to that which is reasonably necessary to accomplish the purpose for which the request is made, when requesting such information from other covered entities.","A covered entity must limit any request for protected health information to that which is reasonably necessary to accomplish the purpose for which the request is made, when requesting such information from other covered entities.",,No
HIPAA-0772,164.314(a)(ii),Security Standards,Requirement,N/A,"For a request that is made on a r outine and r ecurring basis, a covered entity must implement policies and procedures (which may be standar d protocols) that limit the protected health information requested to the amount r easonably necessary to accomplish the purpose for which the request is made.","For a request that is made on a r outine and r ecurring basis, a covered entity must implement policies and procedures (which may be standar d protocols) that limit the protected health information requested to the amount r easonably necessary to accomplish the purpose for which the request is made.",,No
HIPAA-0773,164.314(a)(ii),Security Standards,Requirement,N/A,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0774,164.314(a)(iii),Security Standards,Requirement,N/A,"For all other requests, a covered entity must: (A)Develop criteria designed to limit the request for protected health information to the information r easonably necessary to accomplish the purpose for which the request is made; and (B)Review requests for disclosure on an individual basis in accor dance with such criteria.","For all other requests, a covered entity must: (A)Develop criteria designed to limit the request for protected health information to the information r easonably necessary to accomplish the purpose for which the request is made; and (B)Review requests for disclosure on an individual basis in accor dance with such criteria.",,No
HIPAA-0775,164.314(a)(5),Security Standards,Implementation Specification,N/A,Other content r equir ement.,Implementation specification: Other content r equir ement.,,No
HIPAA-0776,164.314(a)(5),Security Standards,Requirement,N/A,"For all uses, disclosures, or requests to which the requirements in paragraph.","For all uses, disclosures, or requests to which the requirements in paragraph.",,No
HIPAA-0777,164.314(a)(d),Security Standards,Requirement,N/A,"Of this section apply , a covered entity may not use, disclose or request an entir e medical r ecor d, except when the entir e medical r ecor d is specifically justified as the amount that is r easonably necessary to accomplish the purpose of the use, disclosure, or request.","of this section apply , a covered entity may not use, disclose or request an entir e medical r ecor d, except when the entir e medical r ecor d is specifically justified as the amount that is r easonably necessary to accomplish the purpose of the use, disclosure, or request.",,No
HIPAA-0778,164.314(a)(1),Security Standards,Requirement,N/A,A covered entity may use or disclose a limited data set that meets the requir ements of paragraphs.,A covered entity may use or disclose a limited data set that meets the requir ements of paragraphs.,,No
